year,group,age,rate
2014,Female: White: 15-24 years,15-24 years,5.0
2015,Female: White: 15-24 years,15-24 years,5.6
2016,Female: White: 15-24 years,15-24 years,5.5
2017,Female: White: 15-24 years,15-24 years,5.9
2018,Female: White: 15-24 years,15-24 years,6.0
1950,Female: White: 25-44 years,25-44 years,6.6
1960,Female: White: 25-44 years,25-44 years,7.0
1970,Female: White: 25-44 years,25-44 years,11.0
1980,Female: White: 25-44 years,25-44 years,8.1
1981,Female: White: 25-44 years,25-44 years,8.5
1982,Female: White: 25-44 years,25-44 years,8.2
1983,Female: White: 25-44 years,25-44 years,7.6
1984,Female: White: 25-44 years,25-44 years,7.4
1985,Female: White: 25-44 years,25-44 years,7.0
1986,Female: White: 25-44 years,25-44 years,7.2
1987,Female: White: 25-44 years,25-44 years,7.1
1988,Female: White: 25-44 years,25-44 years,6.8
1989,Female: White: 25-44 years,25-44 years,6.6
1990,Female: White: 25-44 years,25-44 years,6.6
1991,Female: White: 25-44 years,25-44 years,6.4
1992,Female: White: 25-44 years,25-44 years,6.3
1993,Female: White: 25-44 years,25-44 years,6.3
1994,Female: White: 25-44 years,25-44 years,6.4
1995,Female: White: 25-44 years,25-44 years,6.3
1996,Female: White: 25-44 years,25-44 years,6.3
1997,Female: White: 25-44 years,25-44 years,6.5
1998,Female: White: 25-44 years,25-44 years,6.5
1999,Female: White: 25-44 years,25-44 years,6.2
2000,Female: White: 25-44 years,25-44 years,6.0
2001,Female: White: 25-44 years,25-44 years,6.2
2002,Female: White: 25-44 years,25-44 years,6.6
2003,Female: White: 25-44 years,25-44 years,6.4
2004,Female: White: 25-44 years,25-44 years,6.7
2005,Female: White: 25-44 years,25-44 years,6.6
2006,Female: White: 25-44 years,25-44 years,6.9
2007,Female: White: 25-44 years,25-44 years,7.0
2008,Female: White: 25-44 years,25-44 years,7.2
2009,Female: White: 25-44 years,25-44 years,7.1
2010,Female: White: 25-44 years,25-44 years,7.3
2011,Female: White: 25-44 years,25-44 years,7.7
2012,Female: White: 25-44 years,25-44 years,7.8
2013,Female: White: 25-44 years,25-44 years,7.9
2014,Female: White: 25-44 years,25-44 years,8.4
2015,Female: White: 25-44 years,25-44 years,8.7
2016,Female: White: 25-44 years,25-44 years,8.8
2017,Female: White: 25-44 years,25-44 years,8.9
2018,Female: White: 25-44 years,25-44 years,9.0
1950,Female: White: 45-64 years,45-64 years,10.6
1960,Female: White: 45-64 years,45-64 years,10.9
1970,Female: White: 45-64 years,45-64 years,13.0
1980,Female: White: 45-64 years,45-64 years,9.6
1981,Female: White: 45-64 years,45-64 years,10.2
1982,Female: White: 45-64 years,45-64 years,10.0
1983,Female: White: 45-64 years,45-64 years,9.5
1984,Female: White: 45-64 years,45-64 years,9.6
1985,Female: White: 45-64 years,45-64 years,8.7
1986,Female: White: 45-64 years,45-64 years,9.4
1987,Female: White: 45-64 years,45-64 years,8.9
1988,Female: White: 45-64 years,45-64 years,8.3
1989,Female: White: 45-64 years,45-64 years,8.0
1990,Female: White: 45-64 years,45-64 years,7.7
1991,Female: White: 45-64 years,45-64 years,7.8
1992,Female: White: 45-64 years,45-64 years,7.5
1993,Female: White: 45-64 years,45-64 years,7.3
1994,Female: White: 45-64 years,45-64 years,6.9
1995,Female: White: 45-64 years,45-64 years,6.7
1996,Female: White: 45-64 years,45-64 years,6.9
1997,Female: White: 45-64 years,45-64 years,7.1
1998,Female: White: 45-64 years,45-64 years,7.0
1999,Female: White: 45-64 years,45-64 years,6.7
2000,Female: White: 45-64 years,45-64 years,6.9
2001,Female: White: 45-64 years,45-64 years,7.4
2002,Female: White: 45-64 years,45-64 years,7.5
2003,Female: White: 45-64 years,45-64 years,7.8
2004,Female: White: 45-64 years,45-64 years,8.5
2005,Female: White: 45-64 years,45-64 years,8.1
2006,Female: White: 45-64 years,45-64 years,8.8
2007,Female: White: 45-64 years,45-64 years,9.3
2008,Female: White: 45-64 years,45-64 years,9.4
2009,Female: White: 45-64 years,45-64 years,9.6
2010,Female: White: 45-64 years,45-64 years,9.9
2011,Female: White: 45-64 years,45-64 years,10.2
2012,Female: White: 45-64 years,45-64 years,10.6
2013,Female: White: 45-64 years,45-64 years,10.9
2014,Female: White: 45-64 years,45-64 years,11.5
2015,Female: White: 45-64 years,45-64 years,11.9
2016,Female: White: 45-64 years,45-64 years,11.6
2017,Female: White: 45-64 years,45-64 years,11.3
2018,Female: White: 45-64 years,45-64 years,11.5
1950,Female: White: 65 years and over,65 years and over,9.9
1960,Female: White: 65 years and over,65 years and over,8.8
1970,Female: White: 65 years and over,65 years and over,8.5
1980,Female: White: 65 years and over,65 years and over,6.4
1981,Female: White: 65 years and over,65 years and over,6.3
1982,Female: White: 65 years and over,65 years and over,6.6
1983,Female: White: 65 years and over,65 years and over,7.2
1984,Female: White: 65 years and over,65 years and over,7.2
1985,Female: White: 65 years and over,65 years and over,6.9
1986,Female: White: 65 years and over,65 years and over,7.4
1987,Female: White: 65 years and over,65 years and over,7.2
1988,Female: White: 65 years and over,65 years and over,7.0
1989,Female: White: 65 years and over,65 years and over,6.3
1990,Female: White: 65 years and over,65 years and over,6.8
1991,Female: White: 65 years and over,65 years and over,6.3
1992,Female: White: 65 years and over,65 years and over,6.4
1993,Female: White: 65 years and over,65 years and over,6.1
1994,Female: White: 65 years and over,65 years and over,5.8
1995,Female: White: 65 years and over,65 years and over,5.7
1996,Female: White: 65 years and over,65 years and over,4.9
1997,Female: White: 65 years and over,65 years and over,5.0
1998,Female: White: 65 years and over,65 years and over,5.0
1999,Female: White: 65 years and over,65 years and over,4.6
2000,Female: White: 65 years and over,65 years and over,4.3
2001,Female: White: 65 years and over,65 years and over,4.1
2002,Female: White: 65 years and over,65 years and over,4.3
2003,Female: White: 65 years and over,65 years and over,4.0
2004,Female: White: 65 years and over,65 years and over,4.0
2005,Female: White: 65 years and over,65 years and over,4.2
2006,Female: White: 65 years and over,65 years and over,4.1
2007,Female: White: 65 years and over,65 years and over,4.2
2008,Female: White: 65 years and over,65 years and over,4.4
2009,Female: White: 65 years and over,65 years and over,4.4
2010,Female: White: 65 years and over,65 years and over,4.5
2011,Female: White: 65 years and over,65 years and over,4.8
2012,Female: White: 65 years and over,65 years and over,4.9
2013,Female: White: 65 years and over,65 years and over,5.1
2014,Female: White: 65 years and over,65 years and over,5.5
2015,Female: White: 65 years and over,65 years and over,5.6
2016,Female: White: 65 years and over,65 years and over,5.8
2017,Female: White: 65 years and over,65 years and over,5.8
2018,Female: White: 65 years and over,65 years and over,5.9
1950,Female: Black or African American: 15-24 years,15-24 years,1.8
1970,Female: Black or African American: 15-24 years,15-24 years,3.8
1980,Female: Black or African American: 15-24 years,15-24 years,2.3
1981,Female: Black or African American: 15-24 years,15-24 years,2.4
1982,Female: Black or African American: 15-24 years,15-24 years,2.3
1983,Female: Black or African American: 15-24 years,15-24 years,2.7
1984,Female: Black or African American: 15-24 years,15-24 years,2.4
1985,Female: Black or African American: 15-24 years,15-24 years,2.0
1986,Female: Black or African American: 15-24 years,15-24 years,2.3
1987,Female: Black or African American: 15-24 years,15-24 years,2.5
1988,Female: Black or African American: 15-24 years,15-24 years,2.6
1989,Female: Black or African American: 15-24 years,15-24 years,2.9
1990,Female: Black or African American: 15-24 years,15-24 years,2.3
1991,Female: Black or African American: 15-24 years,15-24 years,1.6
1992,Female: Black or African American: 15-24 years,15-24 years,2.1
1993,Female: Black or African American: 15-24 years,15-24 years,2.6
1994,Female: Black or African American: 15-24 years,15-24 years,2.7
1995,Female: Black or African American: 15-24 years,15-24 years,2.2
1996,Female: Black or African American: 15-24 years,15-24 years,2.2
1997,Female: Black or African American: 15-24 years,15-24 years,2.3
1998,Female: Black or African American: 15-24 years,15-24 years,2.2
1999,Female: Black or African American: 15-24 years,15-24 years,1.9
2000,Female: Black or African American: 15-24 years,15-24 years,2.2
2001,Female: Black or African American: 15-24 years,15-24 years,1.2
2002,Female: Black or African American: 15-24 years,15-24 years,1.7
2003,Female: Black or African American: 15-24 years,15-24 years,2.0
2004,Female: Black or African American: 15-24 years,15-24 years,2.1
2005,Female: Black or African American: 15-24 years,15-24 years,1.7
2006,Female: Black or African American: 15-24 years,15-24 years,1.7
2007,Female: Black or African American: 15-24 years,15-24 years,1.6
2008,Female: Black or African American: 15-24 years,15-24 years,2.4
2009,Female: Black or African American: 15-24 years,15-24 years,2.1
2010,Female: Black or African American: 15-24 years,15-24 years,2.0
2011,Female: Black or African American: 15-24 years,15-24 years,2.3
2012,Female: Black or African American: 15-24 years,15-24 years,2.8
2013,Female: Black or African American: 15-24 years,15-24 years,2.6
2014,Female: Black or African American: 15-24 years,15-24 years,2.6
2015,Female: Black or African American: 15-24 years,15-24 years,3.6
2016,Female: Black or African American: 15-24 years,15-24 years,4.0
2017,Female: Black or African American: 15-24 years,15-24 years,4.3
2018,Female: Black or African American: 15-24 years,15-24 years,4.2
1950,Female: Black or African American: 25-44 years,25-44 years,2.3
1960,Female: Black or African American: 25-44 years,25-44 years,3.0
1970,Female: Black or African American: 25-44 years,25-44 years,4.8
1980,Female: Black or African American: 25-44 years,25-44 years,4.3
1981,Female: Black or African American: 25-44 years,25-44 years,4.4
1982,Female: Black or African American: 25-44 years,25-44 years,3.9
1983,Female: Black or African American: 25-44 years,25-44 years,3.1
1984,Female: Black or African American: 25-44 years,25-44 years,3.4
1985,Female: Black or African American: 25-44 years,25-44 years,3.2
1986,Female: Black or African American: 25-44 years,25-44 years,3.4
1987,Female: Black or African American: 25-44 years,25-44 years,3.5
1988,Female: Black or African American: 25-44 years,25-44 years,3.7
1989,Female: Black or African American: 25-44 years,25-44 years,3.8
1990,Female: Black or African American: 25-44 years,25-44 years,3.8
1991,Female: Black or African American: 25-44 years,25-44 years,3.1
1992,Female: Black or African American: 25-44 years,25-44 years,3.2
1993,Female: Black or African American: 25-44 years,25-44 years,3.0
1994,Female: Black or African American: 25-44 years,25-44 years,3.0
1995,Female: Black or African American: 25-44 years,25-44 years,3.3
1996,Female: Black or African American: 25-44 years,25-44 years,2.9
1997,Female: Black or African American: 25-44 years,25-44 years,2.6
1998,Female: Black or African American: 25-44 years,25-44 years,2.6
1999,Female: Black or African American: 25-44 years,25-44 years,2.5
2000,Female: Black or African American: 25-44 years,25-44 years,2.6
2001,Female: Black or African American: 25-44 years,25-44 years,2.6
2002,Female: Black or African American: 25-44 years,25-44 years,2.4
2003,Female: Black or African American: 25-44 years,25-44 years,2.8
2004,Female: Black or African American: 25-44 years,25-44 years,2.9
2005,Female: Black or African American: 25-44 years,25-44 years,2.8
2006,Female: Black or African American: 25-44 years,25-44 years,2.0
2007,Female: Black or African American: 25-44 years,25-44 years,2.7
2008,Female: Black or African American: 25-44 years,25-44 years,2.5
2009,Female: Black or African American: 25-44 years,25-44 years,2.7
2010,Female: Black or African American: 25-44 years,25-44 years,2.8
2011,Female: Black or African American: 25-44 years,25-44 years,3.1
2012,Female: Black or African American: 25-44 years,25-44 years,3.1
2013,Female: Black or African American: 25-44 years,25-44 years,2.9
2014,Female: Black or African American: 25-44 years,25-44 years,2.9
2015,Female: Black or African American: 25-44 years,25-44 years,2.7
2016,Female: Black or African American: 25-44 years,25-44 years,3.6
2017,Female: Black or African American: 25-44 years,25-44 years,4.2
2018,Female: Black or African American: 25-44 years,25-44 years,4.4
1950,Female: Black or African American: 45-64 years,45-64 years,2.7
1960,Female: Black or African American: 45-64 years,45-64 years,3.1
1970,Female: Black or African American: 45-64 years,45-64 years,2.9
1980,Female: Black or African American: 45-64 years,45-64 years,2.5
1981,Female: Black or African American: 45-64 years,45-64 years,2.7
1982,Female: Black or African American: 45-64 years,45-64 years,2.7
1983,Female: Black or African American: 45-64 years,45-64 years,2.4
1984,Female: Black or African American: 45-64 years,45-64 years,3.4
1985,Female: Black or African American: 45-64 years,45-64 years,2.8
1986,Female: Black or African American: 45-64 years,45-64 years,3.7
1987,Female: Black or African American: 45-64 years,45-64 years,2.1
1988,Female: Black or African American: 45-64 years,45-64 years,3.3
1989,Female: Black or African American: 45-64 years,45-64 years,2.9
1990,Female: Black or African American: 45-64 years,45-64 years,2.9
1991,Female: Black or African American: 45-64 years,45-64 years,2.6
1992,Female: Black or African American: 45-64 years,45-64 years,2.6
1993,Female: Black or African American: 45-64 years,45-64 years,2.4
1994,Female: Black or African American: 45-64 years,45-64 years,2.3
1995,Female: Black or African American: 45-64 years,45-64 years,2.0
1996,Female: Black or African American: 45-64 years,45-64 years,2.3
1997,Female: Black or African American: 45-64 years,45-64 years,2.4
1998,Female: Black or African American: 45-64 years,45-64 years,2.2
1999,Female: Black or African American: 45-64 years,45-64 years,1.8
2000,Female: Black or African American: 45-64 years,45-64 years,2.1
2001,Female: Black or African American: 45-64 years,45-64 years,2.6
2002,Female: Black or African American: 45-64 years,45-64 years,2.1
2003,Female: Black or African American: 45-64 years,45-64 years,2.3
2004,Female: Black or African American: 45-64 years,45-64 years,2.2
2005,Female: Black or African American: 45-64 years,45-64 years,2.4
2006,Female: Black or African American: 45-64 years,45-64 years,1.9
2007,Female: Black or African American: 45-64 years,45-64 years,2.2
2008,Female: Black or African American: 45-64 years,45-64 years,1.6
2009,Female: Black or African American: 45-64 years,45-64 years,2.5
